Entity,Year,Annual CO₂ emissions from coal
Montenegro,1995,1113949
Montenegro,1996,1119614
Montenegro,1997,1092640
Montenegro,1998,1245846
Montenegro,1999,959101
Montenegro,2000,1229640
Montenegro,2001,1183925
Montenegro,2002,1221461
Montenegro,2003,1288895
Montenegro,2004,1344636
Montenegro,2005,993465
Montenegro,2006,1256752
Montenegro,2007,1024081
Montenegro,2008,1511694
Montenegro,2009,817072
Montenegro,2010,1623152
Montenegro,2011,1677001
Montenegro,2012,1505904
Montenegro,2013,1452134
Montenegro,2014,1417968
Montenegro,2015,1494912
Montenegro,2016,1183472
Montenegro,2017,1201792
Montenegro,2018,1421632
Montenegro,2019,1454608
Montenegro,2020,1513232
Montenegro,2021,1326368
Montenegro,2022,1292687
Montenegro,2023,1219955
Morocco,1930,3664
Morocco,1931,15267
Morocco,1932,40304
Morocco,1933,73280
Morocco,1934,95264
Morocco,1935,139232
Morocco,1936,131904
Morocco,1937,282128
Morocco,1938,373728
Morocco,1939,304112
Morocco,1940,381056
Morocco,1941,370064
Morocco,1942,314939
Morocco,1943,271136
Morocco,1944,355408
Morocco,1945,476320
Morocco,1946,586766
Morocco,1947,711346
Morocco,1948,769440
Morocco,1949,905008
Morocco,1950,826881
Morocco,1951,883024
Morocco,1952,996608
Morocco,1953,1337360
Morocco,1954,1000272.06
Morocco,1955,890352
Morocco,1956,907727
Morocco,1957,849030
Morocco,1958,865674
Morocco,1959,861040
Morocco,1960,875696
Morocco,1961,863865
Morocco,1962,792367
Morocco,1963,846384
Morocco,1964,992944
Morocco,1965,773104
Morocco,1966,1190800
Morocco,1967,1183472
Morocco,1968,1062560
Morocco,1969,1058896
Morocco,1970,1209120
Morocco,1971,1270840
Morocco,1972,1587235
Morocco,1973,1564528
Morocco,1974,1553536
Morocco,1975,1765465
Morocco,1976,1912608
Morocco,1977,1806874
Morocco,1978,1824160
Morocco,1979,1773784
Morocco,1980,1703760
Morocco,1981,1802688
Morocco,1982,2015199.9
Morocco,1983,2495184
Morocco,1984,2146662
Morocco,1985,2454880
Morocco,1986,4018628
Morocco,1987,4520552
Morocco,1988,4429776
Morocco,1989,4778621
Morocco,1990,4220928
Morocco,1991,4873869
Morocco,1992,4183672
Morocco,1993,4762553
Morocco,1994,5309136
Morocco,1995,6313872
Morocco,1996,8050800.5
Morocco,1997,7682475
Morocco,1998,8570096
Morocco,1999,8295295.5
Morocco,2000,10028368
Morocco,2001,12772704
Morocco,2002,13104852
Morocco,2003,12234096
Morocco,2004,13688704
Morocco,2005,14084416
Morocco,2006,14698813
Morocco,2007,15078481
Morocco,2008,14121056
Morocco,2009,13168416
Morocco,2010,13223376
Morocco,2011,11464656
Morocco,2012,11461719
Morocco,2013,11211840
Morocco,2014,15299893
Morocco,2015,16843408
Morocco,2016,16235184
Morocco,2017,16875374
Morocco,2018,19518128
Morocco,2019,25258272
Morocco,2020,25356312
Morocco,2021,26591936
Morocco,2022,26714868
Morocco,2023,25058546
Mozambique,1927,43968
Mozambique,1928,14656
Mozambique,1932,51296
Mozambique,1933,41037
Mozambique,1934,58624
Mozambique,1935,40304
Mozambique,1936,43968
Mozambique,1937,51296
Mozambique,1938,28213
Mozambique,1939,51296
Mozambique,1940,51296
Mozambique,1941,43968
Mozambique,1942,18320
Mozambique,1943,35513
Mozambique,1944,41220
Mozambique,1945,30621
Mozambique,1946,41220
Mozambique,1947,41382
Mozambique,1948,25648
Mozambique,1949,35174
Mozambique,1950,715237
Mozambique,1951,707152
Mozambique,1952,828064
Mozambique,1953,820736
Mozambique,1954,858289
Mozambique,1955,1043357.94
Mozambique,1956,1182597
Mozambique,1957,1359344
Mozambique,1958,1363008
Mozambique,1959,1311712
Mozambique,1960,1337360
Mozambique,1961,1498576
Mozambique,1962,1523371
Mozambique,1963,1359344
Mozambique,1964,1341024
Mozambique,1965,1267744
Mozambique,1966,1161488
Mozambique,1967,1110192
Mozambique,1968,1480256
Mozambique,1969,1641472
Mozambique,1970,1542544
Mozambique,1971,1659792
Mozambique,1972,1425296
Mozambique,1973,1557200
Mozambique,1974,1494912
Mozambique,1975,1370336
Mozambique,1976,1324602
Mozambique,1977,831728
Mozambique,1978,655856
Mozambique,1979,611888
Mozambique,1980,764902
Mozambique,1981,779284
Mozambique,1982,644864
Mozambique,1983,479984
Mozambique,1984,333424
Mozambique,1985,282128
Mozambique,1986,175872
Mozambique,1987,167917
Mozambique,1988,172208
Mozambique,1989,168544
Mozambique,1990,153888
Mozambique,1991,164880
Mozambique,1992,157552
Mozambique,1993,158060
Mozambique,1994,157552
Mozambique,1995,150224
Mozambique,1996,65952
Mozambique,1997,65952
Mozambique,1998,0
Mozambique,1999,0
Mozambique,2000,0
Mozambique,2001,0
Mozambique,2002,0
Mozambique,2003,0
Mozambique,2004,0
Mozambique,2005,0
Mozambique,2006,0
Mozambique,2007,25606
Mozambique,2008,25691
Mozambique,2009,25648
Mozambique,2010,25648
Mozambique,2011,124576
Mozambique,2012,40256
Mozambique,2013,36640
Mozambique,2014,824400
Mozambique,2015,428918
Mozambique,2016,51318
Mozambique,2017,25648
Mozambique,2018,62321
Mozambique,2019,47632
Mozambique,2020,76944
Mozambique,2021,25648
Mozambique,2022,28153
Mozambique,2023,31418
Myanmar,1928,0
Myanmar,1929,0
Myanmar,1930,0
Myanmar,1931,0
Myanmar,1932,0
Myanmar,1933,0
Myanmar,1934,0
Myanmar,1935,0
Myanmar,1936,0
Myanmar,1937,0
Myanmar,1938,0
Myanmar,1939,0
Myanmar,1940,0
Myanmar,1941,0
Myanmar,1942,0
Myanmar,1943,0
Myanmar,1944,0
Myanmar,1945,0
Myanmar,1946,0
Myanmar,1947,0
Myanmar,1948,0
Myanmar,1949,0
Myanmar,1950,410368
Myanmar,1951,372239
Myanmar,1952,549600
Myanmar,1953,663184
Myanmar,1954,725472
Myanmar,1955,553264
Myanmar,1956,670512
Myanmar,1957,747456
Myanmar,1958,916000
Myanmar,1959,1117520
Myanmar,1960,937984
Myanmar,1961,707152
Myanmar,1962,916000
Myanmar,1963,575248
Myanmar,1964,593568
Myanmar,1965,370064
Myanmar,1966,252815.98
Myanmar,1967,549600
Myanmar,1968,219840
Myanmar,1969,498304
Myanmar,1970,582114
Myanmar,1971,600896
Myanmar,1972,381056
Myanmar,1973,201520
Myanmar,1974,436016
Myanmar,1975,669976
Myanmar,1976,436016
Myanmar,1977,344416
Myanmar,1978,447008
Myanmar,1979,142896
Myanmar,1980,153990
Myanmar,1981,205051
Myanmar,1982,271314
Myanmar,1983,241824
Myanmar,1984,267472
Myanmar,1985,289456
Myanmar,1986,186864
Myanmar,1987,146560
Myanmar,1988,121020
Myanmar,1989,186864
Myanmar,1990,274800
Myanmar,1991,289456
Myanmar,1992,120912
Myanmar,1993,51296
Myanmar,1994,40304
Myanmar,1995,65952
Myanmar,1996,47632
Myanmar,1997,51321
Myanmar,1998,54935
Myanmar,1999,366400
Myanmar,2000,1359344
Myanmar,2001,1564528
Myanmar,2002,1234768
Myanmar,2003,601117
Myanmar,2004,728923
Myanmar,2005,586426
Myanmar,2006,952367
Myanmar,2007,820502
Myanmar,2008,648528
Myanmar,2009,608224
Myanmar,2010,1231104
Myanmar,2011,1663456
Myanmar,2012,1703760
Myanmar,2013,1143168
Myanmar,2014,1157824
Myanmar,2015,926992
Myanmar,2016,1124848
Myanmar,2017,1553536
Myanmar,2018,3249968
Myanmar,2019,3931900
Myanmar,2020,4323977
Myanmar,2021,3195008
Myanmar,2022,3321788
Myanmar,2023,3615076
Namibia,1991,40304
Namibia,1992,32976
Namibia,1993,238160
Namibia,1994,264427
Namibia,1995,43968
Namibia,1996,36640
Namibia,1997,29312
Namibia,1998,29256
Namibia,1999,14656
Namibia,2000,36640
Namibia,2001,102592
Namibia,2002,76944
Namibia,2003,102592
Namibia,2004,117248
Namibia,2005,91467
Namibia,2006,215862
Namibia,2007,95114
Namibia,2008,274800
Namibia,2009,186864
Namibia,2010,190528
Namibia,2011,131904
Namibia,2012,157734
Namibia,2013,131904
Namibia,2014,58624
Namibia,2015,80608
Namibia,2016,132024
Namibia,2017,153888
Namibia,2018,95264
Namibia,2019,131904
Namibia,2020,146560
Namibia,2021,124576
Namibia,2022,141532
Namibia,2023,143243
Nepal,1964,26289
Nepal,1965,32976
Nepal,1966,32976
Nepal,1967,51296
Nepal,1968,61398
Nepal,1969,62864.996
Nepal,1970,25648
Nepal,1971,32976
Nepal,1972,62288
Nepal,1973,205184
Nepal,1974,212512
Nepal,1975,124576
Nepal,1976,21984
Nepal,1977,51296
Nepal,1978,43485
Nepal,1979,190528
Nepal,1980,206580
Nepal,1981,103426
Nepal,1982,109920
Nepal,1983,109920
Nepal,1984,267472
Nepal,1985,212512
Nepal,1986,139232
Nepal,1987,230832
Nepal,1988,235365
Nepal,1989,216176
Nepal,1990,179536
Nepal,1991,300448
Nepal,1992,281303
Nepal,1993,311440
Nepal,1994,340752
Nepal,1995,743792
Nepal,1996,743792
Nepal,1997,809744
Nepal,1998,304610
Nepal,1999,1110192
Nepal,2000,978288
Nepal,2001,1117520
Nepal,2002,520288
Nepal,2003,663184
Nepal,2004,586240
Nepal,2005,939131
Nepal,2006,589904
Nepal,2007,747456
Nepal,2008,746643
Nepal,2009,703488
Nepal,2010,1102864
Nepal,2011,1113856
Nepal,2012,831728
Nepal,2013,1040576
Nepal,2014,1835664
Nepal,2015,2200909
Nepal,2016,2616096
Nepal,2017,2988951
Nepal,2018,3690603
Nepal,2019,3909488
Nepal,2020,5290816
Nepal,2021,4525040
Nepal,2022,4704596
Nepal,2023,5119976
Netherlands,1846,2868912
Netherlands,1847,3869184
Netherlands,1848,3649344
Netherlands,1849,3330576
Netherlands,1850,3136384
Netherlands,1851,3118064
Netherlands,1852,3762928
Netherlands,1853,4169632
Netherlands,1854,5946672
Netherlands,1855,4649616
Netherlands,1856,4722896
Netherlands,1857,4217264
Netherlands,1858,3707968
Netherlands,1859,3524768
Netherlands,1860,4796176
Netherlands,1861,4404128
Netherlands,1862,5671872
Netherlands,1863,4074368
Netherlands,1864,3378208
Netherlands,1865,3828880
Netherlands,1866,4187952
Netherlands,1867,4004752.2
Netherlands,1868,4191616
Netherlands,1869,4323520
Netherlands,1870,4887776
Netherlands,1871,4917088
Netherlands,1872,5265168
Netherlands,1873,5056260
Netherlands,1874,4653212
Netherlands,1875,5316395
Netherlands,1876,6107888
Netherlands,1877,6184832
Netherlands,1878,6558560
Netherlands,1879,7075184
Netherlands,1880,7822640
Netherlands,1881,7862944
Netherlands,1882,7947216
Netherlands,1883,8800928
Netherlands,1884,8786272
Netherlands,1885,9185648
Netherlands,1886,9357856
Netherlands,1887,9511744
Netherlands,1888,10585203
Netherlands,1889,10306832
Netherlands,1890,9966080
Netherlands,1891,11559813
Netherlands,1892,10944368
Netherlands,1893,11065153
Netherlands,1894,11186192
Netherlands,1895,11164208
Netherlands,1896,12028776
Netherlands,1897,12611488
Netherlands,1898,12417296
Netherlands,1899,12780169
Netherlands,1900,14117392
Netherlands,1901,13758320
Netherlands,1902,13718016
Netherlands,1903,14703632
Netherlands,1904,15608766
Netherlands,1905,16015345
Netherlands,1906,17444304
Netherlands,1907,17964712
Netherlands,1908,18316336
Netherlands,1909,19312944
Netherlands,1910,20225280
Netherlands,1911,21463712
Netherlands,1912,24295984
Netherlands,1913,26893760
Netherlands,1914,24720852
Netherlands,1915,23995536
Netherlands,1916,21932628
Netherlands,1917,8335600
Netherlands,1918,14513100
Netherlands,1919,20697936
Netherlands,1920,20694516
Netherlands,1921,21940032
Netherlands,1922,25735936
Netherlands,1923,25292592
Netherlands,1924,28491264
Netherlands,1925,31525056
Netherlands,1926,31943006
Netherlands,1927,35097456
Netherlands,1928,35200050
Netherlands,1929,38409964
Netherlands,1930,37570656
Netherlands,1931,41424896
Netherlands,1932,38362350
Netherlands,1933,35276990
Netherlands,1934,35507824
Netherlands,1935,33815056
Netherlands,1936,36042770
Netherlands,1937,39377010
Netherlands,1938,38006670
Netherlands,1939,40432240
Netherlands,1940,33437664
Netherlands,1941,36896504
Netherlands,1942,34412290
Netherlands,1943,34749376
Netherlands,1944,23229760
Netherlands,1945,14538752
Netherlands,1946,30707984
Netherlands,1947,36906840
Netherlands,1948,38142948
Netherlands,1949,41095424
Netherlands,1950,42667280
Netherlands,1951,44686144
Netherlands,1952,43807516
Netherlands,1953,43572290
Netherlands,1954,44074256
Netherlands,1955,44291436
Netherlands,1956,44968270
Netherlands,1957,43446516
Netherlands,1958,41908830
Netherlands,1959,39534560
Netherlands,1960,40798640
Netherlands,1961,40300336
Netherlands,1962,42260576
Netherlands,1963,43522740
Netherlands,1964,38127584
Netherlands,1965,35244016
Netherlands,1966,32463040
Netherlands,1967,29733360
Netherlands,1968,27311456
Netherlands,1969,24167744
Netherlands,1970,18803162
Netherlands,1971,13069488
Netherlands,1972,10343472
Netherlands,1973,10332480
Netherlands,1974,11068944
Netherlands,1975,8515136
Netherlands,1976,9225952
Netherlands,1977,9786762
Netherlands,1978,11010320
Netherlands,1979,11717472
Netherlands,1980,12696022
Netherlands,1981,14718288
Netherlands,1982,12838306
Netherlands,1983,20254592
Netherlands,1984,25263280
Netherlands,1985,25260242
Netherlands,1986,23383648
Netherlands,1987,25516096
Netherlands,1988,28330048
Netherlands,1989,30594400
Netherlands,1990,36093610
Netherlands,1991,34259230
Netherlands,1992,34466850
Netherlands,1993,33314086
Netherlands,1994,36511000
Netherlands,1995,35865290
Netherlands,1996,34641860
Netherlands,1997,33758628
Netherlands,1998,34434692
Netherlands,1999,30480576
Netherlands,2000,31788510
Netherlands,2001,34234764
Netherlands,2002,34725508
Netherlands,2003,36054810
Netherlands,2004,35516180
Netherlands,2005,34156650
Netherlands,2006,32945938
Netherlands,2007,35541244
Netherlands,2008,34516012
Netherlands,2009,31749774
Netherlands,2010,33054612
Netherlands,2011,32092750
Netherlands,2012,34336310
Netherlands,2013,34682000
Netherlands,2014,38171630
Netherlands,2015,45532852
Netherlands,2016,42641896
Netherlands,2017,38511480
Netherlands,2018,35128910
Netherlands,2019,27574846
Netherlands,2020,19403616
Netherlands,2021,24985646
Netherlands,2022,24290998
Netherlands,2023,16798668
New Caledonia,1950,183200
New Caledonia,1951,234496
New Caledonia,1952,424652
New Caledonia,1953,344416
New Caledonia,1954,458000
New Caledonia,1955,615552
New Caledonia,1956,1051568
New Caledonia,1957,909212
New Caledonia,1958,597232
New Caledonia,1959,468992
New Caledonia,1960,681504
New Caledonia,1961,663184
New Caledonia,1962,373728
New Caledonia,1963,436016
New Caledonia,1964,740128
New Caledonia,1965,791424
New Caledonia,1966,916000
New Caledonia,1967,859514
New Caledonia,1968,923328
New Caledonia,1969,776768
New Caledonia,1970,1058896
New Caledonia,1971,916000
New Caledonia,1972,322432
New Caledonia,1973,274800
New Caledonia,1974,333424
New Caledonia,1975,271136
New Caledonia,1976,197856
New Caledonia,1977,249152
New Caledonia,1978,117248
New Caledonia,1979,234496
New Caledonia,1980,318768
New Caledonia,1981,216176
New Caledonia,1982,172208
New Caledonia,1983,256480.02
New Caledonia,1984,274800
New Caledonia,1985,470176
New Caledonia,1986,465328
New Caledonia,1987,410368
New Caledonia,1988,450672
New Caledonia,1989,548379
New Caledonia,1990,436016
New Caledonia,1991,466295
New Caledonia,1992,322432
New Caledonia,1993,417696
New Caledonia,1994,533955
New Caledonia,1995,493766
New Caledonia,1996,666848
New Caledonia,1997,300448
New Caledonia,1998,318768
New Caledonia,1999,293120
New Caledonia,2000,651121
New Caledonia,2001,663184
New Caledonia,2002,707152
New Caledonia,2003,802416
New Caledonia,2004,719189
New Caledonia,2005,666848
New Caledonia,2006,725472
New Caledonia,2007,626544
New Caledonia,2008,640378
New Caledonia,2009,858519
New Caledonia,2010,1309592
New Caledonia,2011,1361449
New Caledonia,2012,1358568
New Caledonia,2013,1382027
New Caledonia,2014,1939282
New Caledonia,2015,2040527.1
New Caledonia,2016,2634000
New Caledonia,2017,2974773
New Caledonia,2018,3057086
New Caledonia,2019,3041035
New Caledonia,2020,2714254
New Caledonia,2021,2293226
New Caledonia,2022,2762407
New Caledonia,2023,2616302
New Zealand,1878,355408
New Zealand,1879,505631.97
New Zealand,1880,655856
New Zealand,1881,736464
New Zealand,1882,828064
New Zealand,1883,926992
New Zealand,1884,1058896
New Zealand,1885,1128512
New Zealand,1886,1179808
New Zealand,1887,1238432
New Zealand,1888,1363008
New Zealand,1889,1311712
New Zealand,1890,1421632
New Zealand,1891,1491248
New Zealand,1892,1502240
New Zealand,1893,1542544
New Zealand,1894,1608496
New Zealand,1895,1623152
New Zealand,1896,1769712
New Zealand,1897,1875968
New Zealand,1898,2022527.9
New Zealand,1899,2176416
New Zealand,1900,2440224
New Zealand,1901,2740672
New Zealand,1902,3041120
New Zealand,1903,3169360
New Zealand,1904,3433168
New Zealand,1905,3539424
New Zealand,1906,3861856
New Zealand,1907,4085360
New Zealand,1908,4151311.8
New Zealand,1909,4264896
New Zealand,1910,4902432
New Zealand,1911,4609312
New Zealand,1912,4862128
New Zealand,1913,4213600
New Zealand,1914,5081968
New Zealand,1915,4931744
New Zealand,1916,5038000
New Zealand,1917,4616640
New Zealand,1918,4543360
New Zealand,1919,4129327.8
New Zealand,1920,3557744
New Zealand,1921,3499120
New Zealand,1922,3561408
New Zealand,1923,3836208
New Zealand,1924,3990096
New Zealand,1925,4089024
New Zealand,1926,4272224
New Zealand,1927,4495728
New Zealand,1928,4613056
New Zealand,1929,4796176
New Zealand,1930,4770528
New Zealand,1931,4158710
New Zealand,1932,3462480
New Zealand,1933,3455247
New Zealand,1934,3979107
New Zealand,1935,4085418.2
New Zealand,1936,4096352
New Zealand,1937,4290544
New Zealand,1938,4132991.8
New Zealand,1939,4345504
New Zealand,1940,4649701
New Zealand,1941,4891520
New Zealand,1942,4986783
New Zealand,1943,5257840
New Zealand,1944,5356768
New Zealand,1945,5503252
New Zealand,1946,5419056
New Zealand,1947,5342112
New Zealand,1948,5378835
New Zealand,1949,5477766
New Zealand,1950,5833088
New Zealand,1951,5249202
New Zealand,1952,5950336
New Zealand,1953,5464347
New Zealand,1954,5649888
New Zealand,1955,5591264
New Zealand,1956,5741488
New Zealand,1957,5734160
New Zealand,1958,5943008
New Zealand,1959,6137200
New Zealand,1960,6595200
New Zealand,1961,6433984
New Zealand,1962,5620576
New Zealand,1963,6019952
New Zealand,1964,6338720
New Zealand,1965,5841980
New Zealand,1966,5825760
New Zealand,1967,5184560
New Zealand,1968,4838828
New Zealand,1969,5070976
New Zealand,1970,4975712
New Zealand,1971,4538591
New Zealand,1972,4660608
New Zealand,1973,5326383
New Zealand,1974,5582845
New Zealand,1975,5250512
New Zealand,1976,5378752
New Zealand,1977,5212930
New Zealand,1978,4361048
New Zealand,1979,3762928
New Zealand,1980,4008416.2
New Zealand,1981,3982768
New Zealand,1982,4008416.2
New Zealand,1983,4316192
New Zealand,1984,4250240
New Zealand,1985,4012080.2
New Zealand,1986,3488687
New Zealand,1987,4140319.8
New Zealand,1988,4947114
New Zealand,1989,4181228.2
New Zealand,1990,4653308
New Zealand,1991,4503458
New Zealand,1992,4921630
New Zealand,1993,4888937
New Zealand,1994,4627035
New Zealand,1995,4630910
New Zealand,1996,4584888
New Zealand,1997,4933864
New Zealand,1998,4519248
New Zealand,1999,4619230
New Zealand,2000,4408803
New Zealand,2001,5411678
New Zealand,2002,5420526
New Zealand,2003,7739602
New Zealand,2004,8013104.5
New Zealand,2005,8918768
New Zealand,2006,8795548
New Zealand,2007,6725800
New Zealand,2008,8284482
New Zealand,2009,6316469
New Zealand,2010,5458099
New Zealand,2011,5534238
New Zealand,2012,6852585
New Zealand,2013,6013030
New Zealand,2014,5442057
New Zealand,2015,5469636
New Zealand,2016,4465042
New Zealand,2017,4669295
New Zealand,2018,5249309
New Zealand,2019,5599821
New Zealand,2020,5321950
New Zealand,2021,6174729
New Zealand,2022,4288102
New Zealand,2023,3389950
Nicaragua,1870,0
Nicaragua,1871,8
Nicaragua,1872,8
Nicaragua,1873,23
Nicaragua,1874,62
Nicaragua,1875,26
Nicaragua,1876,28
Nicaragua,1877,87
Nicaragua,1878,513
Nicaragua,1879,887
Nicaragua,1880,516
Nicaragua,1881,87
Nicaragua,1882,77
Nicaragua,1883,641
Nicaragua,1884,1652
Nicaragua,1885,1077
Nicaragua,1886,336
Nicaragua,1887,913
Nicaragua,1888,1624
Nicaragua,1889,6915
Nicaragua,1890,16858
Nicaragua,1891,28092
Nicaragua,1892,21965
Nicaragua,1893,11067
Nicaragua,1894,13399
Nicaragua,1895,9785
Nicaragua,1896,5499
Nicaragua,1897,5325
Nicaragua,1898,5432
Nicaragua,1899,5837
Nicaragua,1900,6858
Nicaragua,1901,8115
Nicaragua,1902,7710
Nicaragua,1903,7902
Nicaragua,1904,7266
Nicaragua,1905,6240
Nicaragua,1906,6038
Nicaragua,1907,4922
Nicaragua,1908,4440
Nicaragua,1909,4399
Nicaragua,1910,4896
Nicaragua,1911,6668
Nicaragua,1912,5314
Nicaragua,1913,3678
Nicaragua,1914,3988
Nicaragua,1915,3982.9998
Nicaragua,1916,5535
Nicaragua,1917,7397
Nicaragua,1918,6751
Nicaragua,1919,5737
Nicaragua,1920,2970
Nicaragua,1921,4771
Nicaragua,1922,2649
Nicaragua,1923,9297
Nicaragua,1924,14042
Nicaragua,1925,6786
Nicaragua,1926,17194
Nicaragua,1927,2626
Nicaragua,1928,1403
Nicaragua,1929,957
Nicaragua,1930,544
Nicaragua,1931,354
Nicaragua,1932,195
Nicaragua,1933,357
Nicaragua,1934,192
Nicaragua,1935,267
Nicaragua,1936,344
Nicaragua,1937,459
Nicaragua,1938,154
Nicaragua,1939,192
Nicaragua,1940,192
Nicaragua,1941,231
Nicaragua,1942,0
Nicaragua,1943,613
Nicaragua,1944,305
Nicaragua,1945,154
Nicaragua,1946,0
Nicaragua,1947,154
Nicaragua,1948,305
Nicaragua,1949,344
Nicaragua,1950,192
Niger,1950,5372
Niger,1951,9400
Niger,1952,9062
Niger,1953,2967
Niger,1954,3374
Niger,1955,1518
Niger,1956,1988
Niger,1957,80
Niger,1980,51296
Niger,1981,80179
Niger,1982,120322
Niger,1983,344416
Niger,1984,399376
Niger,1985,400850
Niger,1986,328425
Niger,1987,436016
Niger,1988,410368
Niger,1989,454336
Niger,1990,223504
Niger,1991,227168
Niger,1992,194192
Niger,1993,225800
Niger,1994,227168
Niger,1995,247545
Niger,1996,263808
Niger,1997,234496
Niger,1998,262434
Niger,1999,243124
Niger,2000,228370
Niger,2001,234496
Niger,2002,265204
Niger,2003,273472
Niger,2004,351744
Niger,2005,256480.02
Niger,2006,263808
Niger,2007,232016
Niger,2008,271136
Niger,2009,278464
Niger,2010,329760
Niger,2011,370064
Niger,2012,384720
Niger,2013,340752
Niger,2014,388384
Niger,2015,326096
Niger,2016,359072
Niger,2017,337656
Niger,2018,326096
Niger,2019,326096
Niger,2020,355929
Niger,2021,358593
Niger,2022,330009
Niger,2023,311558
Nigeria,1915,18320
Nigeria,1916,65952
Nigeria,1917,223504
Nigeria,1918,399376
Nigeria,1919,370064
Nigeria,1920,487312
Nigeria,1921,571584
Nigeria,1922,304112
Nigeria,1923,472656
Nigeria,1924,542272
Nigeria,1925,644864
Nigeria,1926,875696
Nigeria,1927,967296
Nigeria,1928,967296
Nigeria,1929,930656
Nigeria,1930,937984
Nigeria,1931,883024
Nigeria,1932,677840
Nigeria,1933,633872
Nigeria,1934,699824
Nigeria,1935,696160
Nigeria,1936,787760
Nigeria,1937,978288
Nigeria,1938,974624
Nigeria,1939,820736
Nigeria,1940,835392
Nigeria,1941,989280
Nigeria,1942,1242096
Nigeria,1943,1363008
Nigeria,1944,1656128
Nigeria,1945,1381328
Nigeria,1946,1637808
Nigeria,1947,1560864
Nigeria,1948,1637808
Nigeria,1949,1483920
Nigeria,1950,1729408
Nigeria,1951,1128512
Nigeria,1952,1569219
Nigeria,1953,1730470
Nigeria,1954,1725744
Nigeria,1955,1751392
Nigeria,1956,1859050
Nigeria,1957,1927264
Nigeria,1958,2231376
Nigeria,1959,1800837
Nigeria,1960,1445724
Nigeria,1961,1476592
Nigeria,1962,1597504
Nigeria,1963,1421632
Nigeria,1964,1726614
Nigeria,1965,1872888
Nigeria,1966,1693249
Nigeria,1967,740128
Nigeria,1968,7328
Nigeria,1969,58624
Nigeria,1970,172208
Nigeria,1971,549662
Nigeria,1972,857300
Nigeria,1973,802357
Nigeria,1974,773058
Nigeria,1975,593568
Nigeria,1976,765776
Nigeria,1977,703386
Nigeria,1978,542272
Nigeria,1979,458000
Nigeria,1980,476320
Nigeria,1981,285808
Nigeria,1982,161216
Nigeria,1983,153888
Nigeria,1984,201520
Nigeria,1985,370045
Nigeria,1986,296784
Nigeria,1987,205184
Nigeria,1988,161216
Nigeria,1989,142896
Nigeria,1990,164880
Nigeria,1991,190528
Nigeria,1992,139221
Nigeria,1993,21982
Nigeria,1994,65945
Nigeria,1995,51302
Nigeria,1996,21984
Nigeria,1997,25648
Nigeria,1998,32976
Nigeria,1999,43968
Nigeria,2000,802379
Nigeria,2001,769440
Nigeria,2002,674150
Nigeria,2003,736491
Nigeria,2004,736491
Nigeria,2005,868338
Nigeria,2006,1058896
Nigeria,2007,1505962
Nigeria,2008,3206000
Nigeria,2009,3206150
Nigeria,2010,3206102
Nigeria,2011,3850758
Nigeria,2012,5133264
Nigeria,2013,6419328
Nigeria,2014,6419328
Nigeria,2015,6738096
Nigeria,2016,7056864
Nigeria,2017,6096710
Nigeria,2018,7141136
Nigeria,2019,7225408
Nigeria,2020,6236308
Nigeria,2021,6650160
Nigeria,2022,6111896
Nigeria,2023,5770178
North America,1785,3664
North America,1786,3664
North America,1787,3664
North America,1788,3664
North America,1789,3664
North America,1790,3664
North America,1791,3664
North America,1792,3664
North America,1793,3664
North America,1794,3664
North America,1795,3664
North America,1796,3664
North America,1797,3664
North America,1798,3664
North America,1799,3664
North America,1800,256479.98
North America,1801,271136
North America,1802,293120
North America,1803,300448
North America,1804,337088
North America,1805,344416
North America,1806,337088
North America,1807,381056
North America,1808,395712
North America,1809,406704
North America,1810,421360
North America,1811,450672
North America,1812,487312
North America,1813,523952
North America,1814,564256
North America,1815,604560
North America,1816,666848
North America,1817,721808
North America,1818,784096
North America,1819,765776
North America,1820,795088
North America,1821,831728
North America,1822,868368
North America,1823,905008
North America,1824,1018592
North America,1825,1139504
North America,1826,1319040
North America,1827,1450944
North America,1828,1597504
North America,1829,1799024
North America,1830,2092144
North America,1831,2268016
North America,1832,3026464
North America,1833,3532096
North America,1834,3385536
North America,1835,4319856
North America,1836,4733888
North America,1837,5309136
North America,1838,5034336
North America,1839,5521648
North America,1840,5877056
North America,1841,6217808
North America,1842,6921296
North America,1843,7767680
North America,1844,9310224
North America,1845,11208176
North America,1846,12736064
North America,1847,15103008
North America,1848,16825088
North America,1849,18268704
North America,1850,19851552
North America,1851,24702688
North America,1852,26875440
North America,1853,30264640
North America,1854,33283774
North America,1855,38310784
North America,1856,40608550
North America,1857,41639350
North America,1858,42266390
North America,1859,45960576
North America,1860,47920204
North America,1861,45729916
North America,1862,47377764
North America,1863,54806156
North America,1864,59215770
North America,1865,59379700
North America,1866,59562556
North America,1867,73665730
North America,1868,82333410
North America,1869,93255976
North America,1870,98343110
North America,1871,103295976
North America,1872,126263940
North America,1873,137791330
North America,1874,132217336
North America,1875,134796450
North America,1876,131664880
North America,1877,144533970
North America,1878,140410160
North America,1879,170338670
North America,1880,194075650
North America,1881,205424980
North America,1882,230461740
North America,1883,252523760
North America,1884,266467710
North America,1885,269139140
North America,1886,278298100
North America,1887,295583780
North America,1888,360562880
North America,1889,321903100
North America,1890,385645200
North America,1891,412946270
North America,1892,439331500
North America,1893,445077630
North America,1894,415899230
